!amt_assignment_ids,!amt_worker_ids,!comment,!hypothesis,hypothesis,id,task,text,unit_id,value
BY9414YNSW40HHZ21WPZGW7ZXRWY414WY7WNBRGZ,A11GX90QFWDLMM,"",Yes,"European elections took place on June 13.
",314,IR,"But even in light of this unparalleled decline, the SPD&apos;s result in the June 13 European elections is of a qualitatively different character.",148584,TRUE
BY9414YNSW40HHZ21WPZFXQ2W5Z8KWSC26Y1ZZAZ,AD4FDBEA9GGFE,"",Yes,"European elections took place on June 13.
",314,IR,"But even in light of this unparalleled decline, the SPD&apos;s result in the June 13 European elections is of a qualitatively different character.",148584,TRUE
BY9414YNSW40HHZ21WPZKHAGSQ4YBYJZTHYCJW0Z,A19PMUTQXDIPLZ,"",Yes,"European elections took place on June 13.
",314,IR,"But even in light of this unparalleled decline, the SPD&apos;s result in the June 13 European elections is of a qualitatively different character.",148584,TRUE
BY9414YNSW40HHZ21WPZFW6ZM6WGKWKW20YM732Z,A3HR7E5S52PME5,"",Yes,"European elections took place on June 13.
",314,IR,"But even in light of this unparalleled decline, the SPD&apos;s result in the June 13 European elections is of a qualitatively different character.",148584,TRUE
BY9414YNSW40HHZ21WPZDWXPJF0V4WTWQKZFRYC0,A1Q4VUJBMY78YR,well,Yes,"Pesticides ruin fruits.
",136,IR,Excessive amounts of pesticides and chemical fertilizers may be poisoning huge tracts in India.,148583,FALSE
BY9414YNSW40HHZ21WPZGW7ZXRWY414WY7WNBRGZ,A11GX90QFWDLMM,"",No,"Pesticides ruin fruits.
",136,IR,Excessive amounts of pesticides and chemical fertilizers may be poisoning huge tracts in India.,148583,FALSE
BY9414YNSW40HHZ21WPZFXQ2W5Z8KWSC26Y1ZZAZ,AD4FDBEA9GGFE,"",No,"Pesticides ruin fruits.
",136,IR,Excessive amounts of pesticides and chemical fertilizers may be poisoning huge tracts in India.,148583,FALSE
BY9414YNSW40HHZ21WPZKHAGSQ4YBYJZTHYCJW0Z,A19PMUTQXDIPLZ,"",No,"Pesticides ruin fruits.
",136,IR,Excessive amounts of pesticides and chemical fertilizers may be poisoning huge tracts in India.,148583,FALSE
BY9414YNSW40HHZ21WPZFW6ZM6WGKWKW20YM732Z,A3HR7E5S52PME5,"",No,"Pesticides ruin fruits.
",136,IR,Excessive amounts of pesticides and chemical fertilizers may be poisoning huge tracts in India.,148583,FALSE
BY9414YNSW40HHZ21WPZDWXPJF0V4WTWQKZFRYC0,A1Q4VUJBMY78YR,best,No,"Anorexia strikes teens.
",116,IR,"Statistically, anorexia strikes more than one in every 100 teen-age girls and young women.",148594,TRUE
BY9414YNSW40HHZ21WPZGW7ZXRWY414WY7WNBRGZ,A11GX90QFWDLMM,"",Yes,"Anorexia strikes teens.
",116,IR,"Statistically, anorexia strikes more than one in every 100 teen-age girls and young women.",148594,TRUE
BY9414YNSW40HHZ21WPZFXQ2W5Z8KWSC26Y1ZZAZ,AD4FDBEA9GGFE,"",No,"Anorexia strikes teens.
",116,IR,"Statistically, anorexia strikes more than one in every 100 teen-age girls and young women.",148594,TRUE
BY9414YNSW40HHZ21WPZKHAGSQ4YBYJZTHYCJW0Z,A19PMUTQXDIPLZ,"",Yes,"Anorexia strikes teens.
",116,IR,"Statistically, anorexia strikes more than one in every 100 teen-age girls and young women.",148594,TRUE
BY9414YNSW40HHZ21WPZFW6ZM6WGKWKW20YM732Z,A3HR7E5S52PME5,"",Yes,"Anorexia strikes teens.
",116,IR,"Statistically, anorexia strikes more than one in every 100 teen-age girls and young women.",148594,TRUE
BY9414YNSW40HHZ21WPZDWXPJF0V4WTWQKZFRYC0,A1Q4VUJBMY78YR,best,Yes,"Disney and Miramax against Fahrenheit 9/11
",959,IR,"Miramax paid Moore $6 million for the film and planned a summer release date, two organizations mounted campaigns against it.",148593,FALSE
BY9414YNSW40HHZ21WPZGW7ZXRWY414WY7WNBRGZ,A11GX90QFWDLMM,"",No,"Disney and Miramax against Fahrenheit 9/11
",959,IR,"Miramax paid Moore $6 million for the film and planned a summer release date, two organizations mounted campaigns against it.",148593,FALSE
BY9414YNSW40HHZ21WPZFXQ2W5Z8KWSC26Y1ZZAZ,AD4FDBEA9GGFE,"",No,"Disney and Miramax against Fahrenheit 9/11
",959,IR,"Miramax paid Moore $6 million for the film and planned a summer release date, two organizations mounted campaigns against it.",148593,FALSE
BY9414YNSW40HHZ21WPZKHAGSQ4YBYJZTHYCJW0Z,A19PMUTQXDIPLZ,"",No,"Disney and Miramax against Fahrenheit 9/11
",959,IR,"Miramax paid Moore $6 million for the film and planned a summer release date, two organizations mounted campaigns against it.",148593,FALSE
BY9414YNSW40HHZ21WPZFW6ZM6WGKWKW20YM732Z,A3HR7E5S52PME5,"",No,"Disney and Miramax against Fahrenheit 9/11
",959,IR,"Miramax paid Moore $6 million for the film and planned a summer release date, two organizations mounted campaigns against it.",148593,FALSE
BY9414YNSW40HHZ21WPZDWXPJF0V4WTWQKZFRYC0,A1Q4VUJBMY78YR,best,Yes,"Chadrick Fulks gets the death penalty
",968,IR,"A federal jury needed just four hours to return a death sentence against Chadrick Fulks, who pleaded guilty to kidnapping and carjacking resulting in the death of an Horry County woman.",148582,TRUE
BY9414YNSW40HHZ21WPZGW7ZXRWY414WY7WNBRGZ,A11GX90QFWDLMM,"",Yes,"Chadrick Fulks gets the death penalty
",968,IR,"A federal jury needed just four hours to return a death sentence against Chadrick Fulks, who pleaded guilty to kidnapping and carjacking resulting in the death of an Horry County woman.",148582,TRUE
BY9414YNSW40HHZ21WPZFXQ2W5Z8KWSC26Y1ZZAZ,AD4FDBEA9GGFE,"",Yes,"Chadrick Fulks gets the death penalty
",968,IR,"A federal jury needed just four hours to return a death sentence against Chadrick Fulks, who pleaded guilty to kidnapping and carjacking resulting in the death of an Horry County woman.",148582,TRUE
BY9414YNSW40HHZ21WPZKHAGSQ4YBYJZTHYCJW0Z,A19PMUTQXDIPLZ,"",Yes,"Chadrick Fulks gets the death penalty
",968,IR,"A federal jury needed just four hours to return a death sentence against Chadrick Fulks, who pleaded guilty to kidnapping and carjacking resulting in the death of an Horry County woman.",148582,TRUE
BY9414YNSW40HHZ21WPZFW6ZM6WGKWKW20YM732Z,A3HR7E5S52PME5,"",Yes,"Chadrick Fulks gets the death penalty
",968,IR,"A federal jury needed just four hours to return a death sentence against Chadrick Fulks, who pleaded guilty to kidnapping and carjacking resulting in the death of an Horry County woman.",148582,TRUE
BY9414YNSW40HHZ21WPZDWXPJF0V4WTWQKZFRYC0,A1Q4VUJBMY78YR,best,Yes,"Mary Kate Olsen is anorexic.
",2026,IR,Mary Kate Olsen in rehab for cocaine addiction.,148581,FALSE
BY9414YNSW40HHZ21WPZGW7ZXRWY414WY7WNBRGZ,A11GX90QFWDLMM,"",No,"Mary Kate Olsen is anorexic.
",2026,IR,Mary Kate Olsen in rehab for cocaine addiction.,148581,FALSE
BY9414YNSW40HHZ21WPZFXQ2W5Z8KWSC26Y1ZZAZ,AD4FDBEA9GGFE,"",No,"Mary Kate Olsen is anorexic.
",2026,IR,Mary Kate Olsen in rehab for cocaine addiction.,148581,FALSE
BY9414YNSW40HHZ21WPZKHAGSQ4YBYJZTHYCJW0Z,A19PMUTQXDIPLZ,"",No,"Mary Kate Olsen is anorexic.
",2026,IR,Mary Kate Olsen in rehab for cocaine addiction.,148581,FALSE
BY9414YNSW40HHZ21WPZFW6ZM6WGKWKW20YM732Z,A3HR7E5S52PME5,"",No,"Mary Kate Olsen is anorexic.
",2026,IR,Mary Kate Olsen in rehab for cocaine addiction.,148581,FALSE
BY9414YNSW40HHZ21WPZDWXPJF0V4WTWQKZFRYC0,A1Q4VUJBMY78YR,best,No,"Girl shot in park.
",2127,IR,Coyote shot after biting girl in Vanier Park.,148592,FALSE
BY9414YNSW40HHZ21WPZGW7ZXRWY414WY7WNBRGZ,A11GX90QFWDLMM,"",No,"Girl shot in park.
",2127,IR,Coyote shot after biting girl in Vanier Park.,148592,FALSE
BY9414YNSW40HHZ21WPZFXQ2W5Z8KWSC26Y1ZZAZ,AD4FDBEA9GGFE,"",No,"Girl shot in park.
",2127,IR,Coyote shot after biting girl in Vanier Park.,148592,FALSE
BY9414YNSW40HHZ21WPZKHAGSQ4YBYJZTHYCJW0Z,A19PMUTQXDIPLZ,"",No,"Girl shot in park.
",2127,IR,Coyote shot after biting girl in Vanier Park.,148592,FALSE
BY9414YNSW40HHZ21WPZFW6ZM6WGKWKW20YM732Z,A3HR7E5S52PME5,"",No,"Girl shot in park.
",2127,IR,Coyote shot after biting girl in Vanier Park.,148592,FALSE
BY9414YNSW40HHZ21WPZDWXPJF0V4WTWQKZFRYC0,A1Q4VUJBMY78YR,best,Yes,"George Bush visits Baghdad.
",2136,IR,"With John Kerry newly energised for the upcoming election battle against George Bush, the secretary of state visits a beleaguered Iraqi capital where the US administration&apos;s policies are in ruins.",148580,FALSE
BY9414YNSW40HHZ21WPZGW7ZXRWY414WY7WNBRGZ,A11GX90QFWDLMM,"",Yes,"George Bush visits Baghdad.
",2136,IR,"With John Kerry newly energised for the upcoming election battle against George Bush, the secretary of state visits a beleaguered Iraqi capital where the US administration&apos;s policies are in ruins.",148580,FALSE
BY9414YNSW40HHZ21WPZFXQ2W5Z8KWSC26Y1ZZAZ,AD4FDBEA9GGFE,"",No,"George Bush visits Baghdad.
",2136,IR,"With John Kerry newly energised for the upcoming election battle against George Bush, the secretary of state visits a beleaguered Iraqi capital where the US administration&apos;s policies are in ruins.",148580,FALSE
BY9414YNSW40HHZ21WPZKHAGSQ4YBYJZTHYCJW0Z,A19PMUTQXDIPLZ,"",No,"George Bush visits Baghdad.
",2136,IR,"With John Kerry newly energised for the upcoming election battle against George Bush, the secretary of state visits a beleaguered Iraqi capital where the US administration&apos;s policies are in ruins.",148580,FALSE
BY9414YNSW40HHZ21WPZFW6ZM6WGKWKW20YM732Z,A3HR7E5S52PME5,"",No,"George Bush visits Baghdad.
",2136,IR,"With John Kerry newly energised for the upcoming election battle against George Bush, the secretary of state visits a beleaguered Iraqi capital where the US administration&apos;s policies are in ruins.",148580,FALSE
BY9414YNSW40HHZ21WPZDWXPJF0V4WTWQKZFRYC0,A1Q4VUJBMY78YR,best,Yes,"Clinton visited China.
",2135,IR,"Among the issues on the vice president&apos;s agenda are human rights, the environment, a possible visit by Bill Clinton to China next year, and the controversy over alleged Chinese political contributions.",148591,FALSE
BY9414YNSW40HHZ21WPZGW7ZXRWY414WY7WNBRGZ,A11GX90QFWDLMM,"",Yes,"Clinton visited China.
",2135,IR,"Among the issues on the vice president&apos;s agenda are human rights, the environment, a possible visit by Bill Clinton to China next year, and the controversy over alleged Chinese political contributions.",148591,FALSE
BY9414YNSW40HHZ21WPZFXQ2W5Z8KWSC26Y1ZZAZ,AD4FDBEA9GGFE,"",No,"Clinton visited China.
",2135,IR,"Among the issues on the vice president&apos;s agenda are human rights, the environment, a possible visit by Bill Clinton to China next year, and the controversy over alleged Chinese political contributions.",148591,FALSE
BY9414YNSW40HHZ21WPZKHAGSQ4YBYJZTHYCJW0Z,A19PMUTQXDIPLZ,"",No,"Clinton visited China.
",2135,IR,"Among the issues on the vice president&apos;s agenda are human rights, the environment, a possible visit by Bill Clinton to China next year, and the controversy over alleged Chinese political contributions.",148591,FALSE
BY9414YNSW40HHZ21WPZFW6ZM6WGKWKW20YM732Z,A3HR7E5S52PME5,"",No,"Clinton visited China.
",2135,IR,"Among the issues on the vice president&apos;s agenda are human rights, the environment, a possible visit by Bill Clinton to China next year, and the controversy over alleged Chinese political contributions.",148591,FALSE
BY9414YNSW40HHZ21WPZDWXPJF0V4WTWQKZFRYC0,A1Q4VUJBMY78YR,best,Yes,"There was a missile attack against Iraq in 1998.
",310,IR,Clinton ordered missile strikes against Iraq in December 1998 but did not press aggressively for UN inspectors to return.,148579,TRUE
BY9414YNSW40HHZ21WPZGW7ZXRWY414WY7WNBRGZ,A11GX90QFWDLMM,"",Yes,"There was a missile attack against Iraq in 1998.
",310,IR,Clinton ordered missile strikes against Iraq in December 1998 but did not press aggressively for UN inspectors to return.,148579,TRUE
BY9414YNSW40HHZ21WPZFXQ2W5Z8KWSC26Y1ZZAZ,AD4FDBEA9GGFE,"",Yes,"There was a missile attack against Iraq in 1998.
",310,IR,Clinton ordered missile strikes against Iraq in December 1998 but did not press aggressively for UN inspectors to return.,148579,TRUE
BY9414YNSW40HHZ21WPZKHAGSQ4YBYJZTHYCJW0Z,A19PMUTQXDIPLZ,"",Yes,"There was a missile attack against Iraq in 1998.
",310,IR,Clinton ordered missile strikes against Iraq in December 1998 but did not press aggressively for UN inspectors to return.,148579,TRUE
BY9414YNSW40HHZ21WPZFW6ZM6WGKWKW20YM732Z,A3HR7E5S52PME5,"",Yes,"There was a missile attack against Iraq in 1998.
",310,IR,Clinton ordered missile strikes against Iraq in December 1998 but did not press aggressively for UN inspectors to return.,148579,TRUE
BY9414YNSW40HHZ21WPZDWXPJF0V4WTWQKZFRYC0,A1Q4VUJBMY78YR,good,Yes,"More than $150 million will be probably spent for security at next year&apos;s G8 summit.
",291,IR,"The cost of security when world leaders gather near Auchterarder for next year&apos;s G8 summit, is expected to top $150 million.",148590,TRUE
BY9414YNSW40HHZ21WPZGW7ZXRWY414WY7WNBRGZ,A11GX90QFWDLMM,"",Yes,"More than $150 million will be probably spent for security at next year&apos;s G8 summit.
",291,IR,"The cost of security when world leaders gather near Auchterarder for next year&apos;s G8 summit, is expected to top $150 million.",148590,TRUE
BY9414YNSW40HHZ21WPZFXQ2W5Z8KWSC26Y1ZZAZ,AD4FDBEA9GGFE,"",Yes,"More than $150 million will be probably spent for security at next year&apos;s G8 summit.
",291,IR,"The cost of security when world leaders gather near Auchterarder for next year&apos;s G8 summit, is expected to top $150 million.",148590,TRUE
BY9414YNSW40HHZ21WPZKHAGSQ4YBYJZTHYCJW0Z,A19PMUTQXDIPLZ,"",Yes,"More than $150 million will be probably spent for security at next year&apos;s G8 summit.
",291,IR,"The cost of security when world leaders gather near Auchterarder for next year&apos;s G8 summit, is expected to top $150 million.",148590,TRUE
BY9414YNSW40HHZ21WPZFW6ZM6WGKWKW20YM732Z,A3HR7E5S52PME5,"",Yes,"More than $150 million will be probably spent for security at next year&apos;s G8 summit.
",291,IR,"The cost of security when world leaders gather near Auchterarder for next year&apos;s G8 summit, is expected to top $150 million.",148590,TRUE
BY9414YNSW40HHZ21WPZDWXPJF0V4WTWQKZFRYC0,A1Q4VUJBMY78YR,best,Yes,"Spain to open embassy in Afghanistan.
",2020,IR,Germany and Spain are all sending more troops to Afghanistan.,148578,FALSE
BY9414YNSW40HHZ21WPZGW7ZXRWY414WY7WNBRGZ,A11GX90QFWDLMM,"",Yes,"Spain to open embassy in Afghanistan.
",2020,IR,Germany and Spain are all sending more troops to Afghanistan.,148578,FALSE
BY9414YNSW40HHZ21WPZFXQ2W5Z8KWSC26Y1ZZAZ,AD4FDBEA9GGFE,"",No,"Spain to open embassy in Afghanistan.
",2020,IR,Germany and Spain are all sending more troops to Afghanistan.,148578,FALSE
BY9414YNSW40HHZ21WPZKHAGSQ4YBYJZTHYCJW0Z,A19PMUTQXDIPLZ,"",No,"Spain to open embassy in Afghanistan.
",2020,IR,Germany and Spain are all sending more troops to Afghanistan.,148578,FALSE
BY9414YNSW40HHZ21WPZFW6ZM6WGKWKW20YM732Z,A3HR7E5S52PME5,"",No,"Spain to open embassy in Afghanistan.
",2020,IR,Germany and Spain are all sending more troops to Afghanistan.,148578,FALSE
BY9414YNSW40HHZ21WPZDWXPJF0V4WTWQKZFRYC0,A1Q4VUJBMY78YR,best,Yes,"In 1984 the Olympic games were held in Sarajevo.
",281,IR,"Juan Antonio Samaranch, president of the International Olympic Committee, left Lillehammer for Sarajevo to pay tribute to the besieged host city of the 1984 Winter Games",148589,TRUE
BY9414YNSW40HHZ21WPZGW7ZXRWY414WY7WNBRGZ,A11GX90QFWDLMM,"",Yes,"In 1984 the Olympic games were held in Sarajevo.
",281,IR,"Juan Antonio Samaranch, president of the International Olympic Committee, left Lillehammer for Sarajevo to pay tribute to the besieged host city of the 1984 Winter Games",148589,TRUE
BY9414YNSW40HHZ21WPZFXQ2W5Z8KWSC26Y1ZZAZ,AD4FDBEA9GGFE,"",Yes,"In 1984 the Olympic games were held in Sarajevo.
",281,IR,"Juan Antonio Samaranch, president of the International Olympic Committee, left Lillehammer for Sarajevo to pay tribute to the besieged host city of the 1984 Winter Games",148589,TRUE
BY9414YNSW40HHZ21WPZKHAGSQ4YBYJZTHYCJW0Z,A19PMUTQXDIPLZ,"",Yes,"In 1984 the Olympic games were held in Sarajevo.
",281,IR,"Juan Antonio Samaranch, president of the International Olympic Committee, left Lillehammer for Sarajevo to pay tribute to the besieged host city of the 1984 Winter Games",148589,TRUE
BY9414YNSW40HHZ21WPZFW6ZM6WGKWKW20YM732Z,A3HR7E5S52PME5,"",Yes,"In 1984 the Olympic games were held in Sarajevo.
",281,IR,"Juan Antonio Samaranch, president of the International Olympic Committee, left Lillehammer for Sarajevo to pay tribute to the besieged host city of the 1984 Winter Games",148589,TRUE
BY9414YNSW40HHZ21WPZDWXPJF0V4WTWQKZFRYC0,A1Q4VUJBMY78YR,best,Yes,"Israel signs a peace agreement.
",2138,IR,"In 1995, France&apos;s President Jacques Chirac publicly predicted that an Israel-Syria agreement would be signed by the end of 1995.",148577,FALSE
BY9414YNSW40HHZ21WPZGW7ZXRWY414WY7WNBRGZ,A11GX90QFWDLMM,"",Yes,"Israel signs a peace agreement.
",2138,IR,"In 1995, France&apos;s President Jacques Chirac publicly predicted that an Israel-Syria agreement would be signed by the end of 1995.",148577,FALSE
BY9414YNSW40HHZ21WPZFXQ2W5Z8KWSC26Y1ZZAZ,AD4FDBEA9GGFE,"",No,"Israel signs a peace agreement.
",2138,IR,"In 1995, France&apos;s President Jacques Chirac publicly predicted that an Israel-Syria agreement would be signed by the end of 1995.",148577,FALSE
BY9414YNSW40HHZ21WPZKHAGSQ4YBYJZTHYCJW0Z,A19PMUTQXDIPLZ,"",No,"Israel signs a peace agreement.
",2138,IR,"In 1995, France&apos;s President Jacques Chirac publicly predicted that an Israel-Syria agreement would be signed by the end of 1995.",148577,FALSE
BY9414YNSW40HHZ21WPZFW6ZM6WGKWKW20YM732Z,A3HR7E5S52PME5,"",No,"Israel signs a peace agreement.
",2138,IR,"In 1995, France&apos;s President Jacques Chirac publicly predicted that an Israel-Syria agreement would be signed by the end of 1995.",148577,FALSE
BY9414YNSW40HHZ21WPZDWXPJF0V4WTWQKZFRYC0,A1Q4VUJBMY78YR,best,Yes,"Aristide is going back to Haiti after being exiled for years.
",272,IR,"In his three years in exile in Washington, Aristide has been protected by the Secret Service 24 hours a day. And during his last week in exile, amid frenzied preparations for his return to Haiti, Aristide took time out to thank the Americans who helped his Administration.",148588,TRUE
BY9414YNSW40HHZ21WPZGW7ZXRWY414WY7WNBRGZ,A11GX90QFWDLMM,"",Yes,"Aristide is going back to Haiti after being exiled for years.
",272,IR,"In his three years in exile in Washington, Aristide has been protected by the Secret Service 24 hours a day. And during his last week in exile, amid frenzied preparations for his return to Haiti, Aristide took time out to thank the Americans who helped his Administration.",148588,TRUE
BY9414YNSW40HHZ21WPZFXQ2W5Z8KWSC26Y1ZZAZ,AD4FDBEA9GGFE,"",Yes,"Aristide is going back to Haiti after being exiled for years.
",272,IR,"In his three years in exile in Washington, Aristide has been protected by the Secret Service 24 hours a day. And during his last week in exile, amid frenzied preparations for his return to Haiti, Aristide took time out to thank the Americans who helped his Administration.",148588,TRUE
BY9414YNSW40HHZ21WPZKHAGSQ4YBYJZTHYCJW0Z,A19PMUTQXDIPLZ,"",Yes,"Aristide is going back to Haiti after being exiled for years.
",272,IR,"In his three years in exile in Washington, Aristide has been protected by the Secret Service 24 hours a day. And during his last week in exile, amid frenzied preparations for his return to Haiti, Aristide took time out to thank the Americans who helped his Administration.",148588,TRUE
BY9414YNSW40HHZ21WPZFW6ZM6WGKWKW20YM732Z,A3HR7E5S52PME5,"",Yes,"Aristide is going back to Haiti after being exiled for years.
",272,IR,"In his three years in exile in Washington, Aristide has been protected by the Secret Service 24 hours a day. And during his last week in exile, amid frenzied preparations for his return to Haiti, Aristide took time out to thank the Americans who helped his Administration.",148588,TRUE
9Y8JMWYHA3NZ5RSVWXPZZTCZ55WJGX8Z3JZGSGMZ,A11GX90QFWDLMM,"",Yes,"White House ignores the threat of attack
",101,IR,The emerging historical record now shows White House officials downgraded threats from al Qaeda prior to 9/11 to focus on other priorities.,148565,TRUE
9Y8JMWYHA3NZ5RSVWXPZ7TKZZNYEPYHPW2YT9ZA0,A1Q4VUJBMY78YR,good,Yes,"White House ignores the threat of attack
",101,IR,The emerging historical record now shows White House officials downgraded threats from al Qaeda prior to 9/11 to focus on other priorities.,148565,TRUE
9Y8JMWYHA3NZ5RSVWXPZZTCZ55WJGX8Z3JZGSGMZ,A11GX90QFWDLMM,"",No,"France will play England in the Euro 2004 quarter-finals.
",305,IR,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday&apos;s 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.,148564,TRUE
9Y8JMWYHA3NZ5RSVWXPZ7TKZZNYEPYHPW2YT9ZA0,A1Q4VUJBMY78YR,good,Yes,"France will play England in the Euro 2004 quarter-finals.
",305,IR,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday&apos;s 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.,148564,TRUE
9Y8JMWYHA3NZ5RSVWXPZZTCZ55WJGX8Z3JZGSGMZ,A11GX90QFWDLMM,"",Yes,"Turkey to join the EU.
",2023,IR,"EU membership is a strategic necessity for Turkey, as Ankara will inevitably suffer greater foreign policy problems in the future unless it makes it into the Union.",148575,FALSE
9Y8JMWYHA3NZ5RSVWXPZ7TKZZNYEPYHPW2YT9ZA0,A1Q4VUJBMY78YR,good,Yes,"Turkey to join the EU.
",2023,IR,"EU membership is a strategic necessity for Turkey, as Ankara will inevitably suffer greater foreign policy problems in the future unless it makes it into the Union.",148575,FALSE
9Y8JMWYHA3NZ5RSVWXPZZTCZ55WJGX8Z3JZGSGMZ,A11GX90QFWDLMM,"",Yes,"Turkey to join the EU.
",2022,IR,"Europe is currently trying to decide whether Turkey should remain a friend, either as an EU member or as a peripheral country.",148563,FALSE
9Y8JMWYHA3NZ5RSVWXPZ7TKZZNYEPYHPW2YT9ZA0,A1Q4VUJBMY78YR,good,Yes,"Turkey to join the EU.
",2022,IR,"Europe is currently trying to decide whether Turkey should remain a friend, either as an EU member or as a peripheral country.",148563,FALSE
9Y8JMWYHA3NZ5RSVWXPZZTCZ55WJGX8Z3JZGSGMZ,A11GX90QFWDLMM,"",Yes,"Commission on Teacher Credentialing offers non-bilingual teachers credentials to work with non-English speaking students.
",261,IR,Teachers are earning credentials from Commission on Teacher Credentialing that allow them to instruct non-English speakers without being fully bilingual.,148574,TRUE
9Y8JMWYHA3NZ5RSVWXPZ7TKZZNYEPYHPW2YT9ZA0,A1Q4VUJBMY78YR,good,Yes,"Commission on Teacher Credentialing offers non-bilingual teachers credentials to work with non-English speaking students.
",261,IR,Teachers are earning credentials from Commission on Teacher Credentialing that allow them to instruct non-English speakers without being fully bilingual.,148574,TRUE
9Y8JMWYHA3NZ5RSVWXPZZTCZ55WJGX8Z3JZGSGMZ,A11GX90QFWDLMM,"",Yes,"Ms Gandhi is a member of the Congress.
",311,IR,Congress president Sonia Gandhi has been allotted a separate office here as head of the national advisory panel for India&apos;s ruling coalition.,148562,TRUE
9Y8JMWYHA3NZ5RSVWXPZ7TKZZNYEPYHPW2YT9ZA0,A1Q4VUJBMY78YR,bad,No,"Ms Gandhi is a member of the Congress.
",311,IR,Congress president Sonia Gandhi has been allotted a separate office here as head of the national advisory panel for India&apos;s ruling coalition.,148562,TRUE
9Y8JMWYHA3NZ5RSVWXPZZTCZ55WJGX8Z3JZGSGMZ,A11GX90QFWDLMM,"",No,"Iraq shoots down a US helicopter.
",2121,IR,Iraqi President Saddam Hussein has promised to give any Iraqi who shoots down a US or British helicopter 50 million dinars.,148573,FALSE
9Y8JMWYHA3NZ5RSVWXPZ7TKZZNYEPYHPW2YT9ZA0,A1Q4VUJBMY78YR,good,Yes,"Iraq shoots down a US helicopter.
",2121,IR,Iraqi President Saddam Hussein has promised to give any Iraqi who shoots down a US or British helicopter 50 million dinars.,148573,FALSE
9Y8JMWYHA3NZ5RSVWXPZZTCZ55WJGX8Z3JZGSGMZ,A11GX90QFWDLMM,"",No,"Immunity for soldiers renewed.
",104,IR,China delayed the Security Council vote on a controversial measure to extend the immunity of US peacekeeping troops from prosecution for war crimes.,148572,FALSE
9Y8JMWYHA3NZ5RSVWXPZ7TKZZNYEPYHPW2YT9ZA0,A1Q4VUJBMY78YR,good,Yes,"Immunity for soldiers renewed.
",104,IR,China delayed the Security Council vote on a controversial measure to extend the immunity of US peacekeeping troops from prosecution for war crimes.,148572,FALSE
9Y8JMWYHA3NZ5RSVWXPZZTCZ55WJGX8Z3JZGSGMZ,A11GX90QFWDLMM,"",Yes,"Canada, France, Germany, Italy, Japan, Russia, United Kingdom and European Union participated in the G8 summit.
",287,IR,"The G8 summit, held June 8-10, brought together leaders of the world&apos;s major industrial democracies, including Canada, France, Germany, Italy, Japan, Russia, United Kingdom, European Union and United States.",148561,TRUE
9Y8JMWYHA3NZ5RSVWXPZ7TKZZNYEPYHPW2YT9ZA0,A1Q4VUJBMY78YR,good,Yes,"Canada, France, Germany, Italy, Japan, Russia, United Kingdom and European Union participated in the G8 summit.
",287,IR,"The G8 summit, held June 8-10, brought together leaders of the world&apos;s major industrial democracies, including Canada, France, Germany, Italy, Japan, Russia, United Kingdom, European Union and United States.",148561,TRUE
9Y8JMWYHA3NZ5RSVWXPZZTCZ55WJGX8Z3JZGSGMZ,A11GX90QFWDLMM,"",No,"Hostage released in Iraq.
",937,IR,Iraqi kidnappers have released a Lebanese construction worker kidnapped this week.,148571,TRUE
9Y8JMWYHA3NZ5RSVWXPZ7TKZZNYEPYHPW2YT9ZA0,A1Q4VUJBMY78YR,good,Yes,"Hostage released in Iraq.
",937,IR,Iraqi kidnappers have released a Lebanese construction worker kidnapped this week.,148571,TRUE
9Y8JMWYHA3NZ5RSVWXPZZTCZ55WJGX8Z3JZGSGMZ,A11GX90QFWDLMM,"",Yes,"The G8 summit took place on an American island.
",285,IR,Security preparations kept protestors at bay at the recent G8 Summit on Sea Island (USA).,148559,TRUE
9Y8JMWYHA3NZ5RSVWXPZ7TKZZNYEPYHPW2YT9ZA0,A1Q4VUJBMY78YR,bad,No,"The G8 summit took place on an American island.
",285,IR,Security preparations kept protestors at bay at the recent G8 Summit on Sea Island (USA).,148559,TRUE
9Y8JMWYHA3NZ5RSVWXPZZTCZ55WJGX8Z3JZGSGMZ,A11GX90QFWDLMM,"",No,"Microsoft fixes browser bug.
",2018,IR,Microsoft browser bug may access private files.,148560,FALSE
9Y8JMWYHA3NZ5RSVWXPZ7TKZZNYEPYHPW2YT9ZA0,A1Q4VUJBMY78YR,bad,Yes,"Microsoft fixes browser bug.
",2018,IR,Microsoft browser bug may access private files.,148560,FALSE
9Y8JMWYHA3NZ5RSVWXPZZTCZ55WJGX8Z3JZGSGMZ,A11GX90QFWDLMM,"",Yes,"Winter Olympics held in Japan.
",2027,IR,"Japan has been an eager participant in the Winter Olympics since the Second Games, held at St. Moritz, Switzerland, in 1928.",148569,FALSE
9Y8JMWYHA3NZ5RSVWXPZ7TKZZNYEPYHPW2YT9ZA0,A1Q4VUJBMY78YR,good,Yes,"Winter Olympics held in Japan.
",2027,IR,"Japan has been an eager participant in the Winter Olympics since the Second Games, held at St. Moritz, Switzerland, in 1928.",148569,FALSE
